user	topic	link	utterance	category
Lothar W. Pawliczak 	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Also erstmal: radikal und libertär schließen sich gegenseitig aus	lecture
Dr. B. Eckert	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Absurde Argumentation	dissence
Dr. B. Eckert	politics	https://www.freitag.de/autoren/der-freitag/falsches-signal#comments	Man bedenke, dass Sprache, Denken und Weltvorstellung durchaus zusammenhängen.	lecture
jan humba	politics	https://www.freitag.de/autoren/der-freitag/war-doch-nicht-so-schlimm#comments	Dankeschön! Das war der bisher beste und sachlichste Beitrag zu dieser, teilweise absurd unsachlich geführten, Diskussion.	praise
jan humba	politics	https://www.freitag.de/autoren/der-freitag/war-doch-nicht-so-schlimm#comments	Kritisieren ist ja willkommen, aber diese Art von Verteufelung, wirkt doch sehr selbstgefällig	dissence
Lacrima	politics	https://www.freitag.de/autoren/der-freitag/und-das-eis-schmilzt-doch#comments	Dem ist nicht so.	dissence
"
erftstadtboy "	politics	https://www.freitag.de/autoren/der-freitag/und-das-eis-schmilzt-doch#comments	meine informationen sind da anders	dissence
Moorleiche	politics	https://www.freitag.de/autoren/der-freitag/und-das-eis-schmilzt-doch#comments	Der effektivste Klimaschutz hat derzeit den Namen Corona. 	lecture
pleifel	politics	https://www.freitag.de/autoren/der-freitag/und-das-eis-schmilzt-doch#comments	Oder mit anderen Worten: schnell gelesen und nicht verstanden, da sich nicht die Zeit genommen wird, entsprechend darüber nachzudenken. 	insinuation
Columbus	politics	https://www.freitag.de/autoren/der-freitag/und-das-eis-schmilzt-doch#comments	Zustimmung, Pleifel. 	praise
mitschreiben	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Es muss beachtet werden, dass schon das Holocaust-Leugnungsverbot vom Bundesverfassungsgericht streng geprüft wird	lecture
mymind	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Die Darlegung zum Begriff Völkermord in der UN-Konvention ist problematisch, da wäre eine differenziertere Auslegung angebracht.	lecture
mymind	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Fakt ist im Endeffekt, dass ein Verbrechen durch nichts zu rechtfertigen ist.	lecture
Columbus	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Das geschah übrigens nicht nur dort, sondern auch im Konflikt zwischen Albanern und Serben im Kosovo.	lecture
Columbus	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Das ist mir, ehrlich gesagt, im Zusammenhang mit den Geschehnissen um die es hier geht, völlig schnurz, Grenzpunkt 0.	dissence
denkzone8	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	"der begriff ""kultureller genozid "" scheint mir ein un-ding,"	dissence
Columbus	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Tut mir leid, da kann ich Ihnen nicht folgen, Montaine Duvall.	dissence
Grenzpunkt 0	politics	https://www.freitag.de/autoren/mladen-gladic/das-gesprochene-wort-gilt-ein-update-zu-peter-handke#comments	Damit haben Sie natürlich Recht weil ich es verkürzt dargestellt habe.	concession
apatit 	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Ein schöner Text, gerade in einer Zeit wo Gier, Neid und neue Rechthaber 'Hochkonjunktur' haben!	praise
Ehemaliger Nutzer	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Das ist der Grund, warum sich böse Absichten leicht tun, Ihren ausübenden Stil immer fortwärend ändern zu können und auch Erfolge damit aufweisen werden.	lecture
Ehemaliger Nutzer	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Ja, eine schöne Antwort.	praise
Christian Brecht 	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Das ist keine Soziale Marktwirtschaft, das ist eine Asoziale Marktwirtschaft.	lecture
Christian Brecht	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Ein exzellenter Artikel. 	praise
Moorleiche	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	So richtig ich es finde, Debatten anzustoßen und auch jenen eine Stimme zu geben, die sonst keine haben, oder die sonst übergangen werden, in der Differenzierung liegt m.E. der Schlüssel	concession
denkzone8	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	ich sehe es nicht als zirkel, in dem sich bürger befinden.	dissence
Katharina Schmitz	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Ich halte das Leistungsprinzip auch nicht für eine bloße Erfindung des Kapitalismus, darüber streiten wir hier ja auch alle ziemlich leidenschaftlich.	concession
thesittingbull	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	Nee, nee, nee, da haben Sie mich missverstanden	dissence
Rüdiger Grothues	politics	https://www.freitag.de/autoren/katharina-schmitz/die-prekaere-gesellschaft#comments	So geht Moderne, oder das, was man dafür hält.	lecture
VincentPrice	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190386-Want-To-Get-Better-At&s=2dbe7ddd22b71d7d054102db91182c52	100% Zustimmung.	praise
"
sivispacemparabellum"	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190386-Want-To-Get-Better-At&s=2dbe7ddd22b71d7d054102db91182c52	Wirklich guter Beitrag. Entspricht meiner Erfahrung als Trainer. 	praise
Ich sage: 	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190352-Wie-würde-BJJ-aussehen-wenn	Ich glaube, dass das Unsinn ist. 	dissence
Kirke 	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190352-Wie-würde-BJJ-aussehen-wenn	Hat einige Parallelen, stimmt, aber gibt wohl ein Punktesystem und Runden?	concession
period 	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190352-Wie-würde-BJJ-aussehen-wenn&goto=nextoldest	Wirkt echt ordentlich und die Beschreibungen sind soweit verständlich. Die Vergleichstabelle finde ich super.	praise
der_schoeneberger	politics	https://www.tagesspiegel.de/politik/russische-zweifel-an-der-nawalny-diagnose-wenn-sie-ihn-haetten-toeten-wollen-haetten-sie-ihn-getoetet/26124370.html#kommentare	Also ich habe keine Zweifel an der Charité-Diagnose, schon mangels Sachverstand.	Praise
crossoverhill	politics	https://www.tagesspiegel.de/politik/russische-zweifel-an-der-nawalny-diagnose-wenn-sie-ihn-haetten-toeten-wollen-haetten-sie-ihn-getoetet/26124370.html#kommentare	Das denke ich auch.	Praise
PolWolf	politics	https://www.tagesspiegel.de/politik/russische-zweifel-an-der-nawalny-diagnose-wenn-sie-ihn-haetten-toeten-wollen-haetten-sie-ihn-getoetet/26124370.html#kommentare	"Wer glaubt in Russland gäbe es irgend eine ""öffentliche"" Einrichtung/Institution, die völlig unabhängig agieren könnte, der glaubt auch dass der Weihnachtsmann ein Transgender ist und mit dem Osterhasen liiert! "	Insinuation
spock	politics	https://www.tagesspiegel.de/politik/russische-zweifel-an-der-nawalny-diagnose-wenn-sie-ihn-haetten-toeten-wollen-haetten-sie-ihn-getoetet/26124370.html#kommentare	Dem ist eigentlich nichts hinzuzufügen	Praise
lars3110	politics	https://www.tagesspiegel.de/berlin/polizei-justiz/untreue-verdacht-bei-vergabe-von-corona-geldern-berliner-staatsanwaltschaft-ermittelt-gegen-ibb-vorstaende/26125190.html#kommentare	So ist es immer - den Schaden haben die Ehrlichen.	lecture
fluechter	politics	https://www.tagesspiegel.de/berlin/polizei-justiz/untreue-verdacht-bei-vergabe-von-corona-geldern-berliner-staatsanwaltschaft-ermittelt-gegen-ibb-vorstaende/26125190.html#kommentare	Meines Erachtens braucht man für Kontrollen, da wo es um Geld geht, immer auch Personal, nicht nur IT-Programme.	lecture
betroffener72378	politics	https://www.tagesspiegel.de/berlin/polizei-justiz/untreue-verdacht-bei-vergabe-von-corona-geldern-berliner-staatsanwaltschaft-ermittelt-gegen-ibb-vorstaende/26125190.html#kommentare	Da ist doch nicht gegen einzuwenden.	praise
maxost	politics	https://www.tagesspiegel.de/berlin/polizei-justiz/untreue-verdacht-bei-vergabe-von-corona-geldern-berliner-staatsanwaltschaft-ermittelt-gegen-ibb-vorstaende/26125190.html#kommentare	Jeder Staatsbedienstete ist verpflichtet sich an Recht und Gesetz zu halten, sonst kann er persönlich in Haftung genommen werden.	lecture
fluechter	politics	https://www.tagesspiegel.de/berlin/polizei-justiz/untreue-verdacht-bei-vergabe-von-corona-geldern-berliner-staatsanwaltschaft-ermittelt-gegen-ibb-vorstaende/26125190.html#kommentare	Ihr Geraune kann ich nicht nachvollziehen, das ist destruktiv.	dissence
WissenistmanchmalMacht	politics	https://www.tagesspiegel.de/berlin/polizei-justiz/untreue-verdacht-bei-vergabe-von-corona-geldern-berliner-staatsanwaltschaft-ermittelt-gegen-ibb-vorstaende/26125190.html#kommentare	Wer nach zwei Wochen der Einschränkungen innerhalb von zwei Tagen Staatsgeld auf seinem Konto braucht, weil er ohne nicht mehr existieren kann, hat im öffentlichen Diskurs wegen Unzurechnungsfähigkeit nichts verloren.	lecture
herjeh	politics	https://www.tagesspiegel.de/gesellschaft/medien/mdr-interview-mit-bjoern-hoecke-ach-herr-saenger-sie-wissen-doch-wie-es-ist-/26125080.html#kommentare	Das übliche BlaBla vom Faschisten Höcke, ohne wirkliche Substanz.	dissence
Peter-Hoff	politics	https://www.tagesspiegel.de/gesellschaft/medien/mdr-interview-mit-bjoern-hoecke-ach-herr-saenger-sie-wissen-doch-wie-es-ist-/26125080.html#kommentare	Es ging im Großen und Ganzen. 	concession
Norddeutschepflanze	politics	https://www.tagesspiegel.de/gesellschaft/medien/mdr-interview-mit-bjoern-hoecke-ach-herr-saenger-sie-wissen-doch-wie-es-ist-/26125080.html#kommentare	Als ob  Medien und alle anderen Parteien nicht ihren Frame auch auf alles und jedes legen würden wie es gerade gefällt.	dissence
SIKOAlex	news	https://www.tagesspiegel.de/berlin/polizei-justiz/am-kurfuerstendamm-und-in-schoeneberg-erneut-bankueberfaelle-in-berlin-der-oder-die-taeter-auf-der-flucht/26124838.html#kommentare	"Tja, ganz offenbar brauchen einige Großfamilien ein bisschen Kleingeld, da das Partyleben - un d damit auch die Drogendeals - in Berlin derzeit erheblich- coronabedingt - lahmgelegt ist, müssen eben andere ""Einnahmequellen"" gefunden werden..."	insinuation
changnoi	news	https://www.tagesspiegel.de/berlin/polizei-justiz/am-kurfuerstendamm-und-in-schoeneberg-erneut-bankueberfaelle-in-berlin-der-oder-die-taeter-auf-der-flucht/26124838.html#kommentare	selten so einen daemlichen kommentar gelesen. 	dissence
Tempest0815	news	https://www.tagesspiegel.de/berlin/polizei-justiz/am-kurfuerstendamm-und-in-schoeneberg-erneut-bankueberfaelle-in-berlin-der-oder-die-taeter-auf-der-flucht/26124838.html#kommentare	Daher ist schon davon auszuegehen, dass durch die Clans andere Möglichkeiten genutzt werden um Geld zu verdienen.	lecture
torrez	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Das eine Folge der Massnahmen ebenso Menschanleben fordert, wird dabei geflissentlich vergessen.	insinuation
Pat7	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Dort wird mittlerweile mit mindestens 300.000 Toten durch Corona gerechnet.	lecture
Bantmut	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Wer da mitläuft und sich nicht ausdrücklich und sichtbar von den nazis abgrenzt darf sich nicht beschweren, in den gleichen braunen Dreckeimer geworfen zu werden. 	lecture
Undine	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Demonstrationen lassen sich nicht so leicht verbieten. 	lecture
MacMuc	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Na rechnen funktioniert bei den Herrschaften auch nicht.	lecture
 maxost	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Statt große Töne zu spucken sollte Herr Geisel einfach  seine Arbeit machen und sich nicht wieder als zahnloser Sprücheklopfer erweisen 	lecture
Eispickel	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Stimmt.	concession
betroffener72378	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Haben die alle keine Arbeit?	lecture
Pat7	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Wie heißt es so schön, wer sich mit Hunden schlafen legt wacht mit Flöhen wieder auf.	lecture
Motoko	politics	https://www.tagesspiegel.de/berlin/querdenker-demonstration-in-berlin-so-will-die-extreme-rechte-den-corona-protest-unterwandern/26123250.html#kommentare	Auch hier spiegelt sich die völlige Verblendung wieder, die ein deutliches Indiz für die rechtsradikale Blase ist. 	dissence
Windstromer	politics	https://www.zeit.de/politik/deutschland/2020-08/personalmangel-kita-franziska-giffey-betreuung-studie#comments	Das ist absoult richtig.	praise
Europäischer freier Demokrat	politics	https://www.zeit.de/politik/deutschland/2020-08/personalmangel-kita-franziska-giffey-betreuung-studie#comments	So kann man sich auch von handfesten Argumenten und den Fakten sowie der Realität befreien.	insinuation
KrösaMaja1	politics	https://www.zeit.de/politik/deutschland/2020-08/personalmangel-kita-franziska-giffey-betreuung-studie#comments	An den miesen Rahmenbedingungen leidet das gesamte System, Kinder, Familien, Erzieher*innen.	insinuation
timeless01	politics	https://www.zeit.de/politik/deutschland/2020-08/personalmangel-kita-franziska-giffey-betreuung-studie#comments	"Studien von der ""neoliberalen Denkfabrik"" Bertelsmann sind eher politisch getrieben."	insinuation
Europäischer freier Demokrat	politics	https://www.zeit.de/politik/deutschland/2020-08/personalmangel-kita-franziska-giffey-betreuung-studie#comments	Eher genau das Gegenteil ist der Fall!	dissence
et iustus	society	https://www.zeit.de/gesellschaft/zeitgeschehen/2020-08/missbrauchskomplex-bergisch-gladbach-landgericht-wiesbaden-grausamkeit#comments	Das Einzige, was geändert werden kann, ist die Umsetzung dieser Prägung.	lecture
Vierter Benutzername	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Nein! 	dissence
Ramsay_Bolton	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Das Foto sagt rein gar nichts aus, da es kein Datum beinhaltet.	lecture
Mineralwasser-Junkie	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Daher macht es Sinn, Alkohol in der Öffentlichkeit zu verbieten, damit sich das alles nach innen verlagert.	lecture
BUGABOOO	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Dürfte doch nicht so schwer sein,oder?	insinuation
wachsmueller	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Sie spielen auf einen Putsch an - keine Revolution.	insinuation
Matze 83	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	In meinen Augen eine sinnfreie Massnahme.	dissence
wolf.mohn	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Ansonsten kann man sich sicher auf eifrige Mitbürger verlassen, die jeden Verstoß zur Anzeige bringen.	insinuation
Johannes Schmitz	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Die Mitbürger können nicht sehen, dass in der Colaflasche die Hälfte Whiskey ist.	insinuation
Johannes Schmitz	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Für die ganze EU, für ganz Europa, ganz global.	lecture
Calatasara	politics	https://www.zeit.de/politik/deutschland/2020-08/neuinfektionen-muenchen-alkoholverkauf-einschraenkung-coronavirus#comments	Das wäre ein Traum.	Praise
"R.B.C.
"	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Es ist doch klar im Text erklärt, dass das gerade nicht der Fall ist. 	lecture
binunterwegs	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Es spielt weniger eine Rolle wie schnell man von Konstanz nach Flensburg gelangt, sondern wie viele infizierte Menschen von Konstanz nach Flensburg reisen . 	dissence
Bernd16	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Doch. Die Bundesländer kommen eben zu unterschiedlichen Einschätzungen!	dissence
"P_S
"	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	NEIN! Ist es eben nicht!	dissence
Demokrit55	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Lesen und Verstehen sind halt doch zwei paar Schuhe. Gilt für den Antwortenden als auch den Kommentierenden	insinuation
Hackersfriend	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	In einer Großstadt hingegen ist das definitiv unmöglich.	dissence
makke14	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	So waere es vernuenftig, aber so ist es ja eben nicht geregelt.	concession
Werhatnochnichtwerwillnochmal	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Das verstehe ich auch nicht. 	concession
Cicero_95	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Das ist die unfassbar billige Ausrede der Bahn 	insinuation
NightFury	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Und da ist er wieder: der Ruf nach der starken Hand, die endlich durchgreift und den widerspenstigen Untertanen im unmoralischen Genick packt 	insinuation
N-Mode	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Im Rahmen einer Pandemie fliegt man nicht nach Malle zum feiern.	lecture
Hakkuun Yasutani	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Was stimmt daran nicht?	dissence
mf2016	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Er unterschlägt, dass wir in den letzten drei Wochen die Test von 570.000 auf 870.000 gesteigert haben,	insinuation
Charly	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Und das stimmt halt so nicht.	dissence
"zipit
"	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Naja, die Zahlen stimmen schon, auch ihr Link zeigt, dass in KW34 von 875.524 Getesteten 8.407 positiv getestet wurden	concession
Matze 83	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Das zu kritisieren ist sicher kein Blödsinn.	concession
mf2016	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Es gibt auch weitere Zahlen, die er einfach verschweigt, so sinkt die Hospitalisieringsrste weiter kontinuierlich.	insinuation
flankengöttin	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Sicher ist nur: die Tests messen weder ob der jeweils getestete Mensch infiziert ist, noch ob er ansteckend ist	lecture
anne.zeit	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Das trifft es ganz gut.	praise
anne.zeit	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Was ein nicht unerheblicher Unterschied ist.	dissence
mf2016	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Es kommt hinzu, dass man die Test-Strategie geändert hat.	lecture
JB67	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Zufällig heißt ganz vereinfacht: jeder hat die gleiche Wahrscheinlichkeit, getestet zu werden. 	lecture
"Jürgen Schwarz
"	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Danke für den Link. Sehr aufschlussreich.	praise
"rednaxelar
"	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Warum kann man nicht einfach mal zugeben, dass man falsch gelesen hat?	dissence
"Gero William
"	politics	https://www.zeit.de/wissen/gesundheit/2020-08/coronavirus-infektionszahlen-regeln-feiern-veranstaltungen-gruppen-massnahmen-ansteckung#comments	Die Anzahl der falsch positiven Tests liegt bei ca. 1 %	lecture
Jeffrey Lebowski	politics	https://www.zeit.de/wirtschaft/2020-08/corona-digitalisierung-umfrage-kpmg-unternehmen-homeoffice-arbeitsplatz#comments	Ja geil!	praise
Whatever1234	politics	https://www.zeit.de/wirtschaft/2020-08/corona-digitalisierung-umfrage-kpmg-unternehmen-homeoffice-arbeitsplatz#comments	"Im Maklerjargon heißt das dann ""charmantes Loft"""	insinuation
"deBorn
"	politics	https://www.zeit.de/wirtschaft/2020-08/corona-digitalisierung-umfrage-kpmg-unternehmen-homeoffice-arbeitsplatz?page=3#comments	Wir werden einen deutlichen Stellenabbauch erleben und entsprechend auch weniger Bürofläche benötigen.	lecture
Dhoughal	politics	https://www.zeit.de/wirtschaft/2020-08/corona-digitalisierung-umfrage-kpmg-unternehmen-homeoffice-arbeitsplatz?page=3#comments	Das könnte in der Tat zu einer Chance für ländliche Regionen werden.	concession
Dhoughal	politics	https://www.zeit.de/wirtschaft/2020-08/corona-digitalisierung-umfrage-kpmg-unternehmen-homeoffice-arbeitsplatz?page=3#comments	Es gibt keine Veränderungen, die nur hundertprozentige Gewinner hervorbringen.	insinuation
Drehstuhl	politics	https://www.zeit.de/wirtschaft/2020-08/corona-digitalisierung-umfrage-kpmg-unternehmen-homeoffice-arbeitsplatz?page=6#comments	Da haben sie den Nagel auf den Kopf getroffen! 	praise
"
jkdberlin "	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190148-UFC-Fight-Island	Beides für mich. Einerseits bei dem bisher bekannten Vorgehen sicher der stereotype Kapitalismus, andererseits aber auch Innovation und Problem-Lösungs-Gedanken.	concession
Capella 	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190148-UFC-Fight-Island	Finde ich eigentlich ganz gut, wenn so auch mal Sachen ausprobiert werden, die sich vor COVID-19 keiner hätte vorstellen können.	concession
"
angHell"	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190148-UFC-Fight-Island	Ich denke sie haben schon ein ganz gutes Konzept. 	concession
"
marq "	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190148-UFC-Fight-Island	die meisten vertragsfighter der ufc verdienen weniger als das jährliche durchschnittseinkommen der us bevölkerung.	insinuation
"
period "	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190148-UFC-Fight-Island&goto=nextoldest	Gegenprognose: die UFC wächst weiter, auch wenns den kleineren Verbänden vielleicht an den Kragen geht.	insinuation
"
period "	Sports	https://www.kampfkunst-board.info/forum/showthread.php?190148-UFC-Fight-Island&goto=nextoldest	So gesehen - ja. Meine Prognose war ja auch primär auf Nationen ausgerichtet	concession
Oliver Hoch 	politics	https://www.faz.net/aktuell/politik/testkapazitaeten-spahns-zickzackkurs-bei-den-corona-tests-16920380-p2.html#lesermeinungen	Die Regierung hat weder einen Plan noch den Überblick.	insinuation
Wolf Ludwig 	politics	https://www.faz.net/aktuell/politik/testkapazitaeten-spahns-zickzackkurs-bei-den-corona-tests-16920380-p2.html#lesermeinungen	Trial-and-error ist im Technikbereich bei komplexen Dingen üblich.	"lecture
"
Bernd Schneider 	politics	https://www.faz.net/aktuell/politik/ausland/afrika-ist-frei-vom-poliovirus-was-wir-lernen-koennen-16920411.html#lesermeinungen	Wenn ein Text dermaßen in Jubelarien und Eigenlob ausartet, darf man am Wahrheitsgehalt durchaus zweifeln.	Insinuation
Katharina Körting 	politics	https://www.freitag.de/autoren/der-freitag/frau-beisst-mann#comments	Weder sehe ich, inwiefern der Text identitätspolitisch argumentiert, noch hebt er er eine Kandidatin wegen ihres Geschlechts auf den Schild.	dissence
Katharina Körting 	politics	https://www.freitag.de/autoren/der-freitag/frau-beisst-mann#comments	Wenn eine Kandidatin sich jedoch zuallererst gegen den Vorwurf der Undankbarkeit wehren muss, hat das wohl, so die These, durchaus mit ihrem Geschlecht zu tun.	Insinuation
Bartleby	politics	https://www.freitag.de/autoren/der-freitag/frau-beisst-mann#comments	Wer Themen 'aufbläst' und wichtigere hinten runterfallen lässt, sollte mal inne halten, in sich gehen - und die Frage nach Prioritäten stellen. 	Insinuation
rioges	politics	https://www.freitag.de/autoren/lutz-herden/allein-die-ueberzeugung-zaehlt#comments	Wenn es um Russland geht, ist keine infame Beschuldigung billig genug um sie nicht vorzutragen.	Insinuation
Verwendungszweck	politics	https://www.freitag.de/autoren/lutz-herden/allein-die-ueberzeugung-zaehlt#comments	Die Eskalationen bei den Demos waren inszeniert.	Insinuation
