user	topic	link	utterance	category
Teekante	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Doch vlt ist es nur Ihre einfache Art nicht drüber nachzudenken	concession
Teekante	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Was das für Auswirkungen hat oder ob es überhaupt welche hat	concession
Teekante	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	was mich mit dem Nestle aufregt ist das Sie Nestle lobt	dissence
Teekante	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Nestles ziemlich unschöne Geschichten aber hier gerne selber Lesen	lecture
Teekante	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Ja liebe Frau Klöckner bevor Sie ein Unternehmen Loben durchleuchten sie es mal lieber vorher	lecture
gaxe04	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Meine Frage lautet:	lecture
gaxe04	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	wie groß ist eigentlich der prozentuale Anteil der Landwirte in der Wählerschaft in Bund und Ländern	insinuation
gaxe04	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	"Wäre wirklich interessant zu wissen, bzgl der ""Macht"" der Lobbyisten"	concession
gaxe04	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	"Auch im Vergleich zu anderen ""Interessenvertretern"""	concession
gaxe04	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Hat jemand da Zahlen?	concession
der_nachtarbeiter	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Zu nah an der Wirtschaft?	concession
der_nachtarbeiter	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Waaaas, ein Politiker der zu nah an der Wirtschaft ist oder sogar nur deren Interessen vertritt, egal ob es zum Wohle der Gemeinschaft ist?	dissence
der_nachtarbeiter	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Nein, also das kann gar nicht sein!	dissence
der_nachtarbeiter	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	Unsere Volksvertreter sind doch alle sehr ehrlich und nur ihrem Gewissen verpflichtet-vor allem die der Union	dissence
der_nachtarbeiter	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	"Das sieht man doch auch an dem glänzenden Wahlergebnis zur Europawahl;"	dissence
der_nachtarbeiter	politics	https://www.spiegel.de/wirtschaft/service/julia-kloeckner-kungelt-die-agrarministerin-mit-konzernen-a-1271251.html	die machen zur Zeit einfach alles richtig	dissence
			Respekt. Der erste Kommentar, und schon voll drauf auf die Empörungswelle.	insinuation
			"Und jetzt alle: ""Merkel muss weg, Merkel muss weg!"" Wird das nicht irgendwann mal zu blöd?"	insinuation
			Sehen wir jetzt schon, wie Ihr Post beweist. 	lecture
			Das Flüchtlingsthema hätte irgend jemand schon gebracht. 	insinuation
			Das ist eben eine übliche Masche in Kommentaren.	insinuation
			Erst wird eine Situation möglichst bildlich beschrieben und dann ein provozierender Satz mit anschließendem Ausrufezeichen hinzugefügt.	lecture
			Das soll die Ambivalenz gegenüber der Gegenmeinung nochmal richtig verdeutlichen.	insinuation
			Sie würden auch unter dem Artikel der Wettervorhersage noch die Kurve zum Anti-Regierungsposting kriegen, richtig?	insinuation
			"Die Methode ""Wenn Du nicht perfekt bist, bist Du für jegliche Meinung disqualifiziert"" ist gerade in diesen Foren oft zu finden, was z.B. hier stets gegen den sog. ""Wertewesten"" eingesetzt wird, ein neuer Putinistischer Hohnbegriff."	insinuation
			Wunderbare Ironie, danke dafür!	praise
			Es ist interessant zu beobachten, wie viele hier bewusst oder unbewusst über die superschwelligen Ironie-Hinweise hinwegsehen, um sich über diesen Beitrag aufzuregen.	insinuation
			Ein guter Beleg dafür, dass es bei vielen Leuten (vor allem bei Rechtsauslegern) nicht weit her ist mit Sarkasmusgespür und Humorerkennung.	insinuation
			Kennen Sie das, wenn man sich so fremdschämt, dass man gar nicht mehr hinschauen will?	lecture
			So geht es mir z.B. bei manchen Comedians...und bei Ihrem Kommentar.	dissence
			Einwortkommentare sind immer die Stärksten.	dissence
			Floskel-Kommentare dagegen nicht.	dissence
			Was genau soll das mit dem Artikel zu tun haben?	lecture
			Man sollte sicher sein, den Grund eines Kommentars zu kennen, wenn das nicht der Fall ist, ist jeder Kommentar wertlos.	lecture
			Kommentatoren, die es besser wissen. Ich lach mich scheckig.	insinuation
			Sie müssen hier weder mitlesen noch mitkommentieren, es gibt keinen Zwang.	lecture
Oliver Pasch	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	endlich kümmert sich jemand um das zentrale menschenrecht , das leben am prenzlauer berg	dissence
Oliver Pasch	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	wird zeit dass sich der sozialstaat einbringt , 33 % ausgaben für soziales können nur ein anfang sein !	dissence
Oliver Pasch	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	oder ein soli für berlin ?	dissence
Antipopulist	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Ich finde, wir sollten ganz Berlin verstaatlichen!	dissence
Antipopulist	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Jeder sollte das Recht auf kostenlosen Wohnraum haben!	dissence
Windom_Earle	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Das ist wie bei den Chinesen mit Hongkong	insinuation
Windom_Earle	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Wir haben quasi eine kleine Exklave, die mal etwas anderes probiert	insinuation
Windom_Earle	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Ein Land, zwei Systeme	dissence
criticaluser	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Nur ist die kleine Enklave schon seit Jahrzehnten wirtschaftlich erfolgreich	lecture
Windom_Earle	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Ja, und wäre sie es nicht, wäre es immerhin nicht deren Hauptstadt.	concession
Das Leben ist eine Pralinenschachtel	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Warum soll nur Wohnen erschwinglich sein?	dissence
Das Leben ist eine Pralinenschachtel	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Milch darf maximal 40 Cent/L kosten und Brot sollte gratis sein	dissence
Das Leben ist eine Pralinenschachtel	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Aber nur in der Hauptstadt	dissence
tealc	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	ja und einmal im Jahr gibt's dann große Spiele wo die restlichen 15 Länder Auserwählte hinschicken müssen, die dann bis auf den Tod kämpfen	dissence
FranzBerlin	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Genau - es gibt Leute die weiter denken (können) als es anderen Zeitgenossen möglich ist	lecture
FranzBerlin	urban	https://www.zeit.de/wirtschaft/2019-08/katrin-lompscher-mietendeckel-stadtentwicklungssenatorin-wohnungsmarkt	Nicht nur leben um zu arbeiten... warum auch?	praise
Rotrud75	society	https://www.zeit.de/wirtschaft/2019-08/vermoegensverteilung-reichtum-finanzen-gerechtigkeit-vermoegenssteuer-mietendeckel	Und warum soll das nicht legitim sein?	dissence
Rotrud75	society	https://www.zeit.de/wirtschaft/2019-08/vermoegensverteilung-reichtum-finanzen-gerechtigkeit-vermoegenssteuer-mietendeckel	Im Zweifel hat er oder seine Familie hart für das Geld gearbeitet und dabei schon deutlich höhere Einkommensteuersätze gezahlt als andere.	concession
Rotrud75	society	https://www.zeit.de/wirtschaft/2019-08/vermoegensverteilung-reichtum-finanzen-gerechtigkeit-vermoegenssteuer-mietendeckel	Im Grunde sind das doch alle Neiddebatten von Leuten, die sich darüber ärgern, dass der Nachbar das größere Haus, die hübschere Frau oder das neuere Auto hat	insinuation
Erbauer1	environment	https://www.zeit.de/2019-08/brasilien-indigene-voelker-waldbraende-survival-international-ngo	Geldhahn zudrehen!	dissence
Erbauer1	environment	https://www.zeit.de/2019-08/brasilien-indigene-voelker-waldbraende-survival-international-ngo	Dort wird Soya angebaut, um es an unsere Tiere in der Tierhaltung zu verfüttern	dissence
Erbauer1	environment	https://www.zeit.de/2019-08/brasilien-indigene-voelker-waldbraende-survival-international-ngo	Eine von vielen katastrophalen Auswirkungen von Tierprodukten auf unsere Umwelt	dissence
Erbauer1	environment	https://www.zeit.de/2019-08/brasilien-indigene-voelker-waldbraende-survival-international-ngo	Dabei brauchen wir diese nicht, im Gegenteil sogar, Tierprodukte werden mit einer Reihe von den sogenannten Volkskrankheiten in Verbindung gebracht	insinuation
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Ich bin positiv überrascht vom Lompschers Vorschlag	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Eigentum verpflichtet, steht im Grundgesetz	lecture
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Wenn es für das gesparte Geld null Prozent gibt, der Preis für Gold oder die Aktien rauf und runtergeht, warum soll das bei Immobilien nicht genauso gehen	lecture
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Wenn es wegen Ungerechtigkeit Revolutionen gibt, ist auch alles futsch	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Inflationen sind auch ein Beispiel	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Das Leben ist so, dass es keine Sicherheit gibt	lecture
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Und wer seine Immobilie für zu viel Geld gekauft und jetzt das Nachsehen hat, der hat sich eben vertan	lecture
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	vor einer Immobilienblase wurde schon länger gewarnt	lecture
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Wenn in Zukunft die Mieter mehr Geld in der Tasche haben, können sie mehr Bioprodukte kaufen	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	im Gegensatz dazu, kann der Immobienbesitzer bei weniger Einnahmen keinen zweiten Porsche oder einen weiteren Brilliantring kaufen	insinuation
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	bleibt doch gleich für die Wirtschaft	lecture
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Das sind keine Enteignungen, das ist nur die Gerechtigkeit, das ist Volksherrschaft (Demokratie)	praise
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Wir wissen ja, was im Sozialismus passiert ist und nach der Wende gab es neuen Schwung	praise
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Und wir wissen, was im Kapitalismus jetzt passiert	dissence
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Ich schlage einen permanten Wechsel vor:	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	30 Jahre Kapitalismus, dann 30 Jahre Sozialismus, dann wieder 30 Jahre Kapitalismus usw.	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Dann geht die eine Phase immer genau dann zuende, wenn es zu großen Verwerfungen gekommen ist	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Die Menschen spüren doch jetzt, dass der Kapitalismus gerade die Welt kaputt macht.	insinuation
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Er bringt es nicht mehr	dissence
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	Wir brauchen neuen Schwung, dieses Mal wieder in die andere Richtung	concession
W.Buerger	urban	https://www.tagesspiegel.de/politik/berlins-bausenatorin-legt-gesetzesentwurf-vor-welche-folgen-lompschers-mietendeckel-haben-koennte/24940222.html?utm_source=pocket-newtab	gut so Frau Lompscher	praise
Miene Baya	economy	https://www.zeit.de/digital/mobil/2019-08/fairphone-3-smartphone-android-nachhaltigkeit-umwelt/seite-3	Ein iphone hält auch mindestens 3, mit Akkutausch 5-6 Jahre	concession
		https://www.zeit.de/digital/mobil/2019-08/fairphone-3-smartphone-android-nachhaltigkeit-umwelt/seite-3	Fragt sich, was nachhaltiger ist	concession
Wilhelm D.	environment	https://www.welt.de/reise/nah/article199673298/Fluege-Schweden-reden-nicht-nur-von-Flugscham-sie-tun-etwas.html?utm_source=pocket-newtab	Und was genau passiert mit diesem Geld aus dem Ablasshandel?	insinuation
		https://www.welt.de/reise/nah/article199673298/Fluege-Schweden-reden-nicht-nur-von-Flugscham-sie-tun-etwas.html?utm_source=pocket-newtab	Wer bekommt das und was wird damit gemacht?	insinuation
		https://www.welt.de/reise/nah/article199673298/Fluege-Schweden-reden-nicht-nur-von-Flugscham-sie-tun-etwas.html?utm_source=pocket-newtab	BTW: Dass der Klimawandel “ menschengemacht” ist, konnte bislang nicht bewiesen werden	lecture
Halloballo241	environment	https://www.tagesspiegel.de/berlin/gelaendewagen-in-der-stadt-mein-mann-fand-einen-kombi-zu-spiessig/7339948.html	Die Frau ist symphatisch!	praise
Halloballo241	environment	https://www.tagesspiegel.de/berlin/gelaendewagen-in-der-stadt-mein-mann-fand-einen-kombi-zu-spiessig/7339948.html	ich musste lachen und nicken, alles was die frau sagt stimmt	concession
Halloballo241	environment	https://www.tagesspiegel.de/berlin/gelaendewagen-in-der-stadt-mein-mann-fand-einen-kombi-zu-spiessig/7339948.html	herrlich wie sie sich über die Ökos und linksgrünen neider lustig macht	praise
Halloballo241	environment	https://www.tagesspiegel.de/berlin/gelaendewagen-in-der-stadt-mein-mann-fand-einen-kombi-zu-spiessig/7339948.html	aber genau so denkt der durchschnittsdeutsche	insinuation
			diese belehrungen mit erhobenem zeigefinger gibts eben gerade in szenebezirken berlins	dissence
			aber zum glück nur da	concession
			dennoch denken diese waldorf-mütter und väter sie würden robin hood für alle anderen spielen	insinuation
			Der porsche cayenne ist ein bestes beispiel für neid	insinuation
			Das fahrzeug ist nicht deshalb teilweise verpönt weil es groß ist, sondern weil es teuer ist	lecture
			die länge ist dann nur ein scheinheiliges argument um den besitzer zu beschimpfen	insinuation
			Fakt: Länge Porsche Cayenne 4,70	lecture
			Länge VW Sharan (klassisches Familienauto) 4,80	lecture
			Aktueller Passat: 4,80	lecture
			Wenn ich ein solches fahrzeug hätte würde ich mit freude durch friedrichshain und den prenzelberg fahren und möglichst viele gutmenschen provozieren, die nichtmal den führerschein bestanden haben	insinuation
			und dann aufklären dass sie lieber gegen was anderes protestieren sollten (zb. braunkohle)	lecture
			(nicht ganz ernstgemeint)	concession
			außerdem: kann mir bitte mal jemand erklären, warum gerade die fahrradfahrer sich ständig um das angeblich knapper werdende öl sorgen?	insinuation
			die brauchen doch eh keines!	insinuation
			Vielleicht nicht aus allem eine Glaubensfrage machen?	lecture
Rofur	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	So knapp, und doch alles gesagt!	praise
SpamBot	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Im allgemeinen haben Sie da recht, aber derartige Studien kommen seit einiger Zeit ziemlich konstant zu eben JENEM Ergebnis, ganz egal, wer sie durchführt	concession
Watzinger	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Nein, ich bleibe dabei.	dissence
Hanayagi	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Ich fand das ziemlich deprimierend	concession
Deontos	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Allerdings kann auch Medienunterricht die Leute nicht intelligenter machen als sie sind	concession
Deontos	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Und das macht mir für zukünftige Wahlen durchaus Sorgen	concession
EinTollerName	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Sie haben ja Recht	concession
EinTollerName	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Aber das gilt eben für die eigene Meinung und Blase in noch höherem Umfang	concession
EinTollerName	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Stimme ihnen zu, wobei es da auch sehr auf das Thema ankommt	concession
rock_lobster	environment	https://www.zeit.de/politik/ausland/2019-11/bertelsmann-stiftung-studie-europaeische-union-buerger-umweltschutz	Autsch! Das hat gesessen..	praise
TXL	urban	https://www.zeit.de/wirtschaft/2019-11/mietpreisbremse-immobilienmarkt-wohnungsmarkt-wohnungspolitik	Das ist das beste Verfahren, das es gibt	concession
SimonJ	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Finde die Art wie Manuel mit den Menschen umgeht und mit ihnen redet echt super	praise
SimonJ	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Menschlich und dennoch fragend. 	praise
SimonJ	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Super Reportage!	praise
PPAY Lifestyle	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Simon J gebe ich dir absolut recht	concession
Rainer maria Rilke	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Hammer Reporter	praise
Rainer maria Rilke	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Ehrlich und offen	praise
Rainer maria Rilke	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Was ich gut finde ist das er ihm wirklich sagt wie schwer es ihm manchmal fällt mit ihm das Thema zu besprechen	praise
Zockerpycho19	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	Sehe ich auch so!!	concession
MrFRDW	sexuality	https://www.youtube.com/watch?v=vogs4NzqI3Q	einer der wenigen guten reporter vom y kollektiv	concession
carrotsonmywaywardson	sexuality		Sondern konstruktive Kommentare	praise
		https://www.youtube.com/watch?v=FvJ3U4NH0X8&list=PLmdw78dzzcvD3dvdKlcnptu29p58wwViU&index=4&t=0s	Größten Respekt an den freiwilligen Undercover-Mitarbeiter, der alles mit angesehen haben muss.	praise
			Danke dass diesem Thema Aufmerksamkeit geschenkt wird.	praise
			Ich bin hin und hergerissen, ob ich mir das Video angucken möchte	concession
Henning	work	https://t3n.de/news/ohne-plan-b-gekuendigt-erfahrungen-1225370/?utm_source=pocket-newtab	Will ja nicht jammern aber es geht auch anders	concession
Henning	work		Ich hab auch ohne Plan B gekündigt	concession
Henning	work		Jetzt bin ich arbeitslos, fett und nicht mehr krankenversichert. Ich lebe vom eingemachten, denn ALG gibts nicht	concession
Koltoroc	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Ist doch nix schlechtes dran, wenn die Leute mal aus der Stadt kommen.	concession
Rene Flindt	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Was für ein schöner Bericht über einen außergewöhnlichen Menschen	praise
Rene Flindt	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Ein Ort um WIRKLICH mal runter zu fahren und zu reseten	praise
ovadinho	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Ein sehr schöner Bericht, der vielleicht dazu führt, dass mehr Menschen aus der alten Bundesrepublik es wagen ostdeutschen Boden zu betreten	praise
RumpelwichtIn	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Die Oberlausitz ist ein traumhafte Gegend	praise
RumpelwichtIn	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Ich war dieses Jahr bereits 2x dort und würde am liebsten sofort wieder hin	praise
RumpelwichtIn	environment	https://www.zeit.de/2019/49/oberlausitz-braunkohlerevier-naturlandschaften-wandern/seite-3	Schön, darüber zu lesen	praise
reinecke	entertainment	https://www.zeit.de/sport/2019-12/champions-league-fussball-uebertragung-internet	meine Worte, danke	praise
Steven Patrick	entertainment	https://www.zeit.de/sport/2019-12/champions-league-fussball-uebertragung-internet	Aber gut, alles Definitionssache.	concession
Steven Patrick	entertainment		Da ist doch Sport noch nicht mal das Schlimmste.	concession
KJuliusU995	environment	https://www.zeit.de/wissen/umwelt/2019-12/weltklima-klimawandel-allmende-naturschutz-gefangenendilemma-spieltheorie?utm_source=pocket-newtab	Klasse Artikel ZON !	praise
unkraut4ever	environment	https://www.zeit.de/wissen/umwelt/2019-12/weltklima-klimawandel-allmende-naturschutz-gefangenendilemma-spieltheorie?utm_source=pocket-newtab	Darf ich auch? Suppagutt, schön schön !!	praise
Tom Richter	environment	https://www.zeit.de/wissen/umwelt/2019-12/weltklima-klimawandel-allmende-naturschutz-gefangenendilemma-spieltheorie?utm_source=pocket-newtab	Ja, wirklich klasse, denn die Hummerfischer von Maine sind offenbar ohne eine permanent-Greta ausgekommen	praise
Kapaster d.J:	politics	https://www.zeit.de/wirtschaft/2019-12/frankreich-rentenreform-streik-gewerkschaften	Ich muss gestehen: so meinungsfreudig ich normalerweise bin, bei den Franzosen kapituliere ich.	concession
kin.okin	populism	https://www.zeit.de/kultur/2019-12/dresden-busfahrer-deutsch-deutschland-rassismus-diskriminierung?page=2#comments	Ironie ist immer noch die schönste Art, auf so etwas einzugehen. Danke hierfür.	praise
Aventurin	populism	https://www.zeit.de/kultur/2019-12/dresden-busfahrer-deutsch-deutschland-rassismus-diskriminierung?page=2#comments	Großartig! Subtile Hinführung zur Katastrophe.	praise
Theres Laux	holiday		Toll!! Viele solcher toller Aussichten für das nächste Jahr!	praise
Monica Germann	art		sehr toll!	praise
Tilo Friedrich vom Donner	art		Top	praise
Stefan Nagel	art		Sehr cool!	praise
Benjamin Moldenhauer	art		Es lohnt sich	praise
salsicciofilo	politics	https://www.zeit.de/politik/deutschland/2019-12/bjoern-hoecke-rechtsextremismus-afd-politiker-thueringen	Eine kluge Analyse! Vielen Dank!	praise
Münstlerlandborusse	politics	https://www.zeit.de/politik/deutschland/2019-12/bjoern-hoecke-rechtsextremismus-afd-politiker-thueringen	Volle Zustimmung. Danke für diesen Artikel.	praise
Tordenskjold	politics	https://www.zeit.de/politik/deutschland/2019-12/bjoern-hoecke-rechtsextremismus-afd-politiker-thueringen	Der Artikel bringt es auf den Punkt	praise
Tordenskjold	politics	https://www.zeit.de/politik/deutschland/2019-12/bjoern-hoecke-rechtsextremismus-afd-politiker-thueringen	Man muss Höcke nur sehr genau zuhören, dann offenbart sich schnell, dass sich unter einer dünnen demokratischen Firnis ein zutiefst rassistisches Weltbild verbirgt	concession
Ghede	politics	https://www.zeit.de/politik/deutschland/2019-12/bjoern-hoecke-rechtsextremismus-afd-politiker-thueringen	"Schon. In diesem Fall glaube ich allerdings eher, dass der Begriff ""Faschist"" vielleicht sogar kontraproduktiv ist"	concession
Daniel R	media	https://www.youtube.com/watch?v=mPe4uS9xZYI&feature=youtu.be	Größten Respekt für die hervorragend umfangreiche und tiefgehende Recherche	praise
Daniel R	media	https://www.youtube.com/watch?v=mPe4uS9xZYI&feature=youtu.be	Toller Beitrag!	praise
