User	topic	link	utterance	Effekt
Hanayagi	politics	https://www.zeit.de/politik/ausland/2020-11/joe-biden-usa-wirtschaft	Einzeiler solten prägnant aber auch verständlich sein.	lecture
Stachel im Fleisch	politics	https://www.zeit.de/politik/ausland/2020-11/joe-biden-usa-wirtschaft	Dass es sich um einen Meinungsartikel handelt, entbindet Frau Roth nicht davon, darüber nachzudenken, welche Folgen es für die Amtsübergabe haben würde	lecture
Stachel im Fleisch	politics	https://www.zeit.de/politik/ausland/2020-11/joe-biden-usa-wirtschaft	Allerdings rechne ich schon damit, dass die Republikaner im Senat im Januar die Mehrheit behalten werden.	concession
DerPöti	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Egal was die Regierung beschließen sollte, bleibt verdammt nochmal Zuhause! 	lecture
DerPöti	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	EIGENVERANTWORTUNG und VERNUNFT nennt man das!	lecture
Johann van de Bron	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Was Weihnachten und Silvester für den Januar bedeuten werden, können wir in 14 Tagen in den USA beobachten, wenn wir die Infektionen von Thanksgiving sehen. 	lecture
Johann van de Bron	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Dann wäre noch Zeit Vernunft einkehren zu lassen	lecture
Midgardsnake	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wenn dieses Jahr uns eins gelehrt hat, dann, dass wir Eigenverantwortung nicht können und Verordnungen brauchen.	lecture
Midgardsnake	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Und wenn dann Mitte bis Ende Januar die Quittung kommt, dann jammern wieder alle!	insinuation
Nika	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wir gehen unbewusst davon aus, dass uns Nahestehende für uns eine niedrigere Bedrohung darstellen.	lecture
Nika	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Auch über Weihnachten und Silvester sollten wir unsere Kontakte maximal reduzieren	lecture
Nika	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wir müssen uns aber klarmachen, dass es sich beim Coronavirus um eine globale Pandemie handelt.	lecture
Nika	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich weiß, dass das grausam ist.	concession
Infektionsschutz für Schüler und Lehrer	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich glaube, in 3 Wochen beraten sie darüber, in 4 Wochen beschließen sie ihn und in 5 Wochen tritt er in Kraft.	insinuation
Infektionsschutz für Schüler und Lehrer	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Natürlich in bester Absicht, damit die Menschen Weihnachten und Silvester noch Viren tauschen können	insinuation
Engerla	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Warum werden die Regeln für Weihnachten und Silvester gelockert?	dissence
Engerla	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Viele sind unvernünftig,wenn sie die Möglichkeit dazu haben.	insinuation
ntvNachrichten	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Es wird Menschen geben, die das von der Politik erlaubte #Superspreader-Weihnachtsfest mit ihrem Leben bezahlen werden.	lecture
ntvNachrichten	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ist uns das die heile Weihnachtswelt-Verschnaufpause wert? #Ernsthaft? 	lecture
Rona	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Die Ministerpräsidenten sind scheint‘s alle fueled by Coronarebellen.	insinuation
persephone	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich hasse es so sehr, dass die Regierung für Weihnachten und Silvester die Regelung lockern will?!	dissence
Moritz Meidert	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Das ist unfairen Mist.	dissence
W.W.	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wer kontrolliert eigentlich zu Weihnachten und Silvester Anzahl und Herkunft der zusammen Feiernden?	lecture
Mr. Fettfinger	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich hätte mir strengere Maßnahmen gewünscht	concession
Mr. Fettfinger	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	ich halte die Lockerungen über Weihnachten und Silvester für das Hirnrissigste was es bisher in dieser Pandemie gegeben hat	dissence
dietantefrieda	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Natürlich ist es doof, dass wir dieses Jahr Weihnachten und Silvester nicht mit allen unseren Freunden und Verwandten feiern dürfen. 	concession
dietantefrieda	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Aber stellt euch vor: 2021 ist wieder Weihnachten. 	lecture
dietantefrieda	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Und da wird es schön sein, dass noch alle Freunde und Verwandte zum Feiern da sein können.	lecture
MyHamster	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Man muss sich das wirklich mal vorstellen, wo wir hingekommen sind...	dissence
MyHamster	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	"Was kommt denn als nächstes- vielleicht ein ""Appell""- eine Aufforderung zum Suizid???!!!!!"	insinuation
GGUltras	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich verstehe nicht, warum Menschen das feiern von Weihnachten und Silvester wichtiger ist, als dass wir diese Pandemie in den Griff bekommen.	dissence
Ragnar	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Die Corona Maßnahmen haben jetzt allen gezeigt, dass wir keine freien Menschen in einem freien Land sind, sondern unmündige Untertanen, die nichts zu sagen haben. 	insinuation
Dominic van Lear	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Werte Regierung, ich habe niemanden von euch gewählt. Ihr vertretet weder mich, noch das Volk! 	dissence
Dominic van Lear	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich feiere Weihnachten und Silvester, wie ich und meine Familie es mag.	lecture
fAKt111	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	16 Länderfürsten und SIE, also 17 Hanseln, beschließen heute, wie 83 Mio. Weihnachten und Silvester zu feiern haben.	insinuation
Walter Schalter	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich mache mal die Wette, dass Meutherers Agentur morgen sowas in der Art bringt	insinuation
#Der Apotheker	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wer vernünftig ist, wird auch an Weihnachten und Silvester vernünftig sein.	lecture
#Der Apotheker	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Etwas zu dürfen, heißt nicht, dass man es machen muss oder sollte. 	lecture
Katz & Risikogruppe	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	weil Gabi und Manfred es sich doch nicht von so’n paar Virologenhanseln nehmen lassen Weihnachten und Silvester mit der kompletten Verwandtschaft so richtig durchzusaufen?	insinuation
Dill-Sergeant	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Die Vollspacken beschliessen unabhängig von den Fallzahlen Lockerungen so ab dem 20.12.	dissence
Dill-Sergeant	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	und im Januar sind wir dann alle am Arsch!	insinuation
Fee78871259	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wie dumm kann man sein????	dissence
Fee78871259	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Dann geht's doch im Januar wieder los mit der Scheiße?	lecture
Fee78871259	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	#Weihnachten und Silvester ernsthaft jetzt. Was soll das lockern für die zwei Wochen????	dissence
Lucie Weisswas	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Ich würde mal sagen, die Bürger in dem Land werden auf dem Arm genommen.	insinuation
Lucie Weisswas	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Blöder geht nimmer?	dissence
Lucie Weisswas	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wir persönlich werden Weihnachten und Silvester feiern und werden uns das von niemanden verbieten lassen. Wo sind wir denn?	dissence
Follix	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Wir feiern nur in unserem Haushalt. Fertig. 	lecture
Dennis Becker	health	https://twitter.com/follix/status/1331666332731969537	Schön wen es euch leicht fällt, urteilt aber nicht über andere	lecture
Dennis Becker	health	https://twitter.com/follix/status/1331666332731969537	Alles steckt euch euren Spott sonst wo hin!	lecture
Strahlemann	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Was für eine schäbige Inszenierung, kleines Häppchen zu Weihnachten und Silvester, damit der steigende Unmut kurzfristig besänftigt wird.	dissence
Strahlemann	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Trotzdem werden unsere Grundrechte unrechtmäßig weiterhin eingeschränkt.	insinuation
Dr Christian Lübbers	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Eine absolute Fehlentscheidung, die Kontaktbeschränkungen zwischen Weihnachten und Neujahr so extrem zu lockern.	dissence
Dr Christian Lübbers	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Die, die sich eh an keine Regel gehalten hätten, fühlen sich bestärkt.	insinuation
deze Max	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	Leute reden nur über „Lockerungen“ an Weihnachten und Silvester vergessen aber völlig dass alle Massnahmen aktuell eh völliger Driss sind	insinuation
deze Max	health	https://twitter.com/search?q=%22Weihnachten%20und%20Silvester%22&src=trend_click&vertical=trends	ich mein guckt doch mal wie gut das grade funktioniert Infektionszahlen gehen ja richtig krass zurück wow	lecture
Demokrat	politics	https://www.zeit.de/politik/ausland/2020-11/us-wahl-praesident-donald-trump-wahlbetrug-vorwuerfe-praesidentschaftswahl-interview	Was für ein armseliger Typ.	dissence
Du Kati			Loser im Quadrat	dissence
Koronbrock			Schon ein ernsthafter Fall von galoppierendem Verfolgungswahn.	insinuation
Koronbrock			Verbittert und verbohrt und nur noch interessiert, verbrannte Erde zu hinterlassen.	insinuation
Koronbrock			Armselig!	dissence
zaralexander			Im Augenblick macht er sich gewiß sämtliche Richter zu besten Freunden...	insinuation
Nikita Hund			Leider zeigt unsere Geschichte, dass selbst die armseligsten Typen bei vielen Wählern ankommen und letzten Endes durchaus erfolgreich sein können	lecture
Agda_Human			Das Ausblenden der Wirklichkeit scheint bei ihm pathologisch zu sein.	insinuation
Agda_Human			Nur so ist ja auch erklärbar, dass dieser Typ obgleich in jeder Hinsicht ein Versager, sich derart selbst lieben kann, durch Leugnung der Wirklichkeit	lecture
Agda_Human			"Das hat ihn ja schon als ""Geschäftsmann"" ausgezeichnet, sonst hätte er an sich selbst zerbrechen müssen."	insinuation
sqrt			sich auch noch von diesen armseligen Fans am Straßenrand feiern lässt	dissence
sqrt			werde ich nie verstehen können. Nie.	dissence
sqrt			Denn das endet per definitionem in seinem Suizid.	lecture
sqrt			Deshalb redet er sich seine eigene Realität zurecht.	lecture
Platschboehm			Was ich aber nicht verstehe ist, dass es keine politische Gruppierung gibt, die dieses massiv und lautstark artikuliert.	dissence
Platschboehm			Auch bin ich hier der Meinung, dass hier die Zivilgesellschaft aufstehen müsste.	lecture
BlauerHase61			Das verstehe ich auch nicht ! Aber bei uns haben ja die kuriosesten Typen auch einen Platz im Bundestag.	concession
lennon68			Naja, Trump hat etwa 4% oder 6 Millionen Wählerstimmen weniger als Biden - das ist deutlich	lecture
lennon68			Auch das Argument der 50.000 (kenne ich mit 90 T) ist irreführend	dissence
lennon68			Die hätten schon exakt auf die passenden Staaten verteilt sein müssen was statistisch unwahrscheinlich ist	lecture
lennon68			Und selbst dafür hätte es einiger Hunderttausend bedurft.	lecture
Nibbla			Ich kann damit wenig anfangen.	dissence
Nibbla			Immer noch besser, als mit strampelnden Kleinkind zu vergleichen.	concession
Nibbla			Hinzukommt für mich, dass nicht jegliches Handeln von ihm irrational ist, nur halt scheisse.	concession
Nibbla			Er liefert dem Puplikum was das Puplikum hören will, bzw wo er weiss, dass es resoniert.	lecture
Nibbla			War das nicht auch der alte Topos	lecture
Nibbla			Alleine die Informationsflut heutzutage ist rein technisch nicht ohne Filterung auszuhalten.	lecture
Nibbla			Geschweige von der alltäglichen Grausamkeit, wo eine gewisses Maß Stumpfheit und Scheuklappen ja erwünscht ist.	lecture
Nibbla			Und wie Viele bereits sagen, sicher ist nicht, dass er straffrei davon kommt und die Zukunft ist nicht geschrieben.	concession
NIbbla			Kulturschock ist ja auch ein Beispiel von Realität die auf einen Einbricht.	lecture
Harzzach			2020 hat ja gezeigt, was passiert, wenn ein Blender und Betrüger sich im Amt selbst entzaubert.	lecture
r.schewietzek			Naja, der Mann denkt doch, wenn er die Richter installiert, daß die ihm hinterher immer recht geben.	insinuation
r.schewietzek			Anders tickt der doch nicht	insinuation
r.schewietzek			Das Prinzip Loyalität zur Verfassung versteht er halt nicht.	insinuation
Stachel im Fleisch			Diese Gefahr sehe ich auch	concession
Stachel im Fleisch			So armselig sein Vorgehen auch anmutet, so sehr heizt er seine Fans, die ihm glauben wollen, damit an	concession
Stachel im Fleisch			Selbst seine Republikaner im Kongress halten ihm ja nach außen hin noch weitgehend die Treue.	concession
Stachel im Fleisch			Dennoch besteht auch die Möglichkeit, dass Trump selbst glaubt, dass er eigentlich gewonnen hat	concession
Fra Mauro			Wobei der Supreme Court ja nun mehrheitlich mit konservativen Richtern besetzt ist.	concession
FestFesterLose			Er mag ja beabsichtigen in vier Jahren erneut anzutreten, aber vier Jahre sind eine lange Zeit	lecture
Mohammad Sohrabipour	music	https://soundcloud.com/elianabluub/silbermond-ja-1	I love you Theresa	praise
Marco Dubowy	music	https://soundcloud.com/elianabluub/silbermond-ja-1	Hammer	praise
Murder Pub	music	https://soundcloud.com/elianabluub/silbermond-ja-1	Dubstep <3...	praise
Michael Glüsing	music	https://soundcloud.com/elianabluub/silbermond-ja-1	super Stück	praise
Maria	music	https://soundcloud.com/elianabluub/silbermond-ja-1	ich liebe dieses Lied	praise
Franziska Rettig	music	https://soundcloud.com/elianabluub/silbermond-ja-1	dieses Lied war der wansinn auf meiner Hochzeit ich liebe es	praise
Eileen Seidel	music	https://soundcloud.com/elianabluub/silbermond-ja-1	Ich liebe es so sehr *.*	praise
abdellatif mikhimar	music	https://soundcloud.com/elianabluub/silbermond-ja-1	ja Ich atme Dich	praise
xxxxxxxx	music	https://soundcloud.com/elianabluub/silbermond-ja-1	Yes Bebe	praise
Maria Cohn	music	https://soundcloud.com/elbombastiqo/silbermond-das-beste	stotert ganz oft aber sonst ok	concession
Infinitith:love	music	https://soundcloud.com/elbombastiqo/silbermond-das-beste	wenn ich das nur höre.... Gänsehaut pur...	praise
Michael Glüsing	music	https://soundcloud.com/elbombastiqo/silbermond-das-beste	echter Klassiker	praise
user994005502 	music	https://soundcloud.com/elbombastiqo/silbermond-das-beste	schön *-*	praise
Six Petrified Trees			Knorkator ist sowas von geil	praise
Nigel Sar	music	https://soundcloud.com/jgm-music/ich-hasse-musik-die-damenkapelle-cover-von-knorkator	Glück in hörbarer form.	praise
Fieten	music	https://soundcloud.com/jgm-music/ich-hasse-musik-die-damenkapelle-cover-von-knorkator	Fetzt	praise
MGK	music	https://soundcloud.com/sk3pn4/nur-mal-angenommen-feat-robin	"Sehr cool ;)"	praise
Mika B.	music	https://soundcloud.com/sk3pn4/nur-mal-angenommen-feat-robin	sehr einfallsreicher Text	praise
Ninja Tomate	music	https://soundcloud.com/sk3pn4/nur-mal-angenommen-feat-robin	Der text ist einerseits verstörend aber andererseits genial und macht mich nachdenklich	concession
Kuro	music	https://soundcloud.com/sk3pn4/nur-mal-angenommen-feat-robin	OMFG xD der text ist genial xD	praise
Kosta W	music	https://soundcloud.com/vanessamaiofficial/mein-herz-schlaegt-schlager	Meins auch <3	praise
Cala Polley	music	https://soundcloud.com/vanessamaiofficial/mein-herz-schlaegt-schlager	mega Song !	praise
witte_ster	music	https://soundcloud.com/steffen-schulz-421792124/schlager-party-hit-shake-vol-5mp3	TOP MIX!!!	praise
DJ LG Patrick	music	https://soundcloud.com/djdilorenzi/hossa-schlagermix-vol-i	ja ok	concession
Manuele Kempe	music	https://soundcloud.com/djdilorenzi/hossa-schlagermix-vol-i	ich mag diese musik	concession
Manuele Kempe	music	https://soundcloud.com/djdilorenzi/hossa-schlagermix-vol-i	würde gerne die musik auch unterwegs beim spaziergang hören	concession
Manuele Kempe	music	https://soundcloud.com/djdilorenzi/hossa-schlagermix-vol-i	wäre super wenn es geht	concession
Michael Weinert	music	https://soundcloud.com/kai111079/90-minuten-hardcore-echte-gefuhle-ii-schlager	Geilster Mix ever	praise
Northtrue	music	https://soundcloud.com/kai111079/90-minuten-hardcore-echte-gefuhle-ii-schlager	Der Höhepunkt!	praise
Neuro Hunter	music	https://soundcloud.com/sunrockstudios/erdogan-zeig-mich-an	yeah...	praise
kleingeld23			sehr geil :D	praise
Dr Wolve			Richtig so	praise
User 855750800 			eine Entscheidung wie sie die Bundesregierung nun getroffen hat hielt ich nicht für möglich	concession
User 855750800 			Daher kann man sich nur wünschen dass auch andere Satiriker an diesem Thema bleiben und es Ihnen gleich tun.	lecture
User 855750800 			Ich respektiere Sie für Ihr Engagement, Dank	praise
User 744979613 			Wie kann eine Regierung so etwas tun? 	dissence
User 744979613 			Sind wir nun bald die Untertanen der Türken? 	insinuation
User 744979613 			Geht unsere Presse- und Meinungsfreiheit jetzt auch hier den Bach runter!	insinuation
User 744979613 			Hängt jetzt bald die türkische Flage auf dem Reichstag? 	insinuation
User 744979613 			Wundern würde mich das bei der politischen, eigennützigen Regierung nicht wundern!	insinuation
User 744979613 			stehe voll hinter Herrn Böhmermann und allen Freihheits liebenden Menschen!	praise
User 789217670			Sehr gut! Find ich klasse Didi :)	praise
Züleyha Can			Ich verneige mich und viele Grüsse aus München	praise
Sarastro			Deutschland ist nicht Kurdistan...	lecture
Emma Cocos			Hey Didi, weiter so. 	praise
Emma Cocos			Wer so mit seinem Volk umgeht, muss das abkönnen und darf nicht rumheulen.	lecture
Judith Andrea Wagner			Wie absolut genial einen Karnevalsklassiker ('deutsche Volkskunst') zu nutzen. 	praise
Judith Andrea Wagner			Mannomann, Hr. Hallervorden, Hochachtung....	praise
Dexters Acedia			Das Lied find ich zum Fremdschämen, die Botschaft klasse :)	concession
schreiste			Oh Mann Didi, da muss wieder mal ein alter Mann dem Rest zeigen, was Eier sind.	praise
schreiste			Bitte mach weiter so!	praise
DG			Didi bringt's wieder auf den Punkt. Applaus!!!!!!	praise
Joachim Decker			Dieter, mach´das wieder. 	praise
Joachim Decker			Es ist klasse, vielleicht machst du Kasse.	praise
Joachim Decker			Wir brauchen noch mehr Sati(e)re!	lecture
Technoid			Merkel sollte schnellstens ihren Kopf aus Erdogans Hintern ziehen.	lecture
Ernesto Meng			Sie haben Mut und Recht.	praise
Ernesto Meng			Bin ein grosser Bewunderer von Ihnen seit 1970	praise
Ernesto Meng			Erdogan ist nicht nur Despot er lügt wie gedruckt.	insinuation
Ernesto Meng			Er wird sich nie Entschuldigen bei den Armenier.	insinuation
User 265094294 			gibs ihnen, oral, anal.	praise
Caschi Holz			Volltreffer!	praise
Schalla der Erste			GENIAAAAAAAAAAAL , den Song gibt es doch glatt heute Abend in der Schalla-Show 	praise
Michael Goerg			Wieder einmal geht D. Hallervorden voran!	praise
Matthias Barth			"scheen ;)"	praise
Claudia Spitzer			Didi Du hast den Finger drauf.	praise
Benedikt Weinreich			Großartig!	praise
AH Musik			DAS,,,ist Satire .... und nicht so n schmieriges Beleidigungsgelaber auf unterstem Niveau, wie das des Herren Jan Böhmermann.	lecture
Benedikt Weinreich			Ich sehe das genauso. 	concession
Benedikt Weinreich			"Der Inhalt des ""Gedichts"" von Herrn Böhmermann ist eine einzige Beleidigung und hat meiner Meinung nach nicht sehr viel mit der künstlerischen Rafinesse von Satire zu tun"	dissence
Benedikt Weinreich			Als Staatsoberhaupt sollte man da jedoch das Gesicht wahren und einfach darüber stehen.	lecture
Jan-Nordic the Uproarious			Nein, hat sie nicht.	dissence
Jan-Nordic the Uproarious			Und allein die Tatsache, dass die Debatte durch das Gedicht so massiv befeuert wurde bestätigt nicht nur, dass es Satire ist, sondern auch, dass sie absolut gelungen ist.	lecture
smkweed420			Genau, denn wenn man eines weiß, dann dass Satire immer genau dort aufhört wo ich's persönlich nicht mehr lustig finde und bei meinen Fußballverein!	lecture
smkweed420			Nur schwer zu verstehen wenn die eigene Toleranz am Gartenzaun endet oder der eigene Job davon abhängt.	lecture
User 824868627 			Ich möchte noch hinzufügen, dass die meisten Künstler an ihrem Programm ein ganzes Jahr feilen. 	lecture
User 824868627 			Es ist eine sehr, sehr große Leistung, dass Herr Hallervorden sein Metier so beherrscht, dass er spontan innerhalb kurzer Zeit so etwas auf die Beine stellen kann! 	lecture
User 824868627 			"Davon könnten sich viele Künstler eine Scheibe abschneiden, wenn sie könnten. ;)"	lecture
User 824868627 			80 Jahre sind kein Grund nicht top-aktuell an wichtigen Themen teilzunehmen.	concession
User 824868627 			Vielen Dank für Ihr Engagement für diese so wichtige Sache.	praise
User 824868627 			ob für sie Ihr Name mit den gleichen oder ähnlichen Empfindungen verknüpft ist, weiß ich nicht. 	concession
User 824868627 			Auf jeden Fall sind sie wichtig und wertvoll, wie eh und je.	praise
User 824868627 			Sie stehen meinem Empfinden nach für einen sehr wichtigen Teil deutscher Kultur.	praise
User 715911213			chapeau!	praise
